cnn_key,midblock_rows,midblock_measure_types,midblock_n_measure_types,midblock_units_total,midblock_first_install_dt,midblock_last_install_dt,midblock_complete_rows,midblock_has_complete,midblock_statuses,midblock_neighborhoods,latest_pci_score,latest_pci_change_dt,latest_functional_class,has_latest_pci,midblock_age_days_as_of_latest_pci
7019000,1,['Speed Hump'],1,2.0,2021-01-01,2021-01-01,1,True,['Complete'],['Noe Valley'],82.0,2025-09-25 09:12:05,Residential,True,1728.0
7039001,1,['Raised Crosswalk'],1,1.0,2019-07-01,2019-07-01,1,True,['Complete'],['South of Market'],80.0,2025-08-17 08:22:05,Arterial,True,2239.0
7061000,1,['3-Lump Speed Cushion'],1,2.0,2023-08-01,2023-08-01,1,True,['Complete'],['Oceanview'],84.0,2025-09-15 08:47:00,Residential,True,776.0
7070000,1,['Channelization'],1,0.0,2008-01-01,2008-01-01,1,True,['Complete'],['Bayview District'],67.0,2025-09-30 09:12:05,Collector,True,6482.0
7071001,1,['Channelization'],1,0.0,2008-01-01,2008-01-01,1,True,['Complete'],['Bayview District'],56.0,2025-09-30 09:12:06,Collector,True,6482.0
7071002,1,['Channelization'],1,0.0,2008-01-01,2008-01-01,1,True,['Complete'],['Bayview District'],66.0,2025-09-30 09:12:19,Collector,True,6482.0
7072000,1,['Channelization'],1,0.0,2008-01-01,2008-01-01,1,True,['Complete'],['Bayview District'],80.0,2025-09-30 09:12:06,Collector,True,6482.0
7073000,1,['Channelization'],1,0.0,2008-01-01,2008-01-01,1,True,['Complete'],['Bayview District'],63.0,2025-09-30 09:12:06,Collector,True,6482.0
7074000,1,['Channelization'],1,0.0,2008-01-01,2008-01-01,1,True,['Complete'],['Bayview District'],61.0,2025-09-30 09:12:06,Collector,True,6482.0
7077000,1,['5-Lump Speed Cushion'],1,3.0,2019-08-01,2019-08-01,1,True,['Complete'],['Bayview District'],66.0,2025-09-30 09:12:06,Collector,True,2252.0
7078000,1,['Speed Table'],1,2.0,2017-10-01,2017-10-01,1,True,['Complete'],['Bayview District'],66.0,2025-09-30 09:12:06,Collector,True,2921.0
7087000,1,['Speed Hump'],1,1.0,2026-04-01,2026-04-01,1,True,['Complete'],['Inner Sunset'],100.0,2025-10-29 15:17:46,Residential,True,-154.0
7158201,1,['Speed Hump'],1,2.0,2022-04-01,2022-04-01,1,True,['Complete'],['Laguna Honda'],76.0,2025-09-05 09:12:06,Residential,True,1253.0
7194000,1,['3-Lump Speed Cushion'],1,2.0,2023-08-01,2023-08-01,1,True,['Complete'],['Dogpatch'],85.0,2025-09-24 09:12:07,Collector,True,785.0
7195000,1,['3-Lump Speed Cushion'],1,3.0,2026-03-01,2026-03-01,1,True,['Complete'],['Dogpatch'],65.0,2025-09-24 09:12:07,Collector,True,-158.0
7196000,1,['Speed Table'],1,2.0,,,0,False,['Pending construction'],[],91.0,2024-09-01 07:46:48,Collector,True,
7198000,1,['Speed Table'],1,3.0,2021-01-01,2021-01-01,1,True,['Complete'],['Outer Richmond'],80.0,2024-09-01 07:46:48,Collector,True,1339.0
7216000,1,['4-Lump Speed Cushion'],1,1.0,2023-08-01,2023-08-01,1,True,['Complete'],['Bayview District'],81.0,2025-09-22 09:12:07,Arterial,True,783.0
7231000,1,[],0,,,,0,False,['Pending design review and approval'],['Bayview District'],72.0,2025-09-23 09:12:08,Arterial,True,
7232000,1,[],0,,,,0,False,['Pending design review and approval'],['Bayview District'],71.0,2025-09-23 09:12:08,Arterial,True,
7233000,1,[],0,,,,0,False,['Pending design review and approval'],['Bayview District'],71.0,2025-09-23 09:12:08,Arterial,True,
7234000,1,[],0,,,,0,False,['Pending design review and approval'],['Bayview District'],72.0,2025-09-23 09:12:08,Arterial,True,
7245000,1,['4-Lump Speed Cushion'],1,1.0,,,1,True,['Complete'],['Bayview Heights'],51.0,2025-09-21 09:12:08,Residential,True,
7247000,1,['5-Lump Speed Cushion'],1,2.0,,,1,True,['Complete'],['Bayview Heights'],90.0,2024-09-01 11:51:17,Residential,True,
7248000,1,['5-Lump Speed Cushion'],1,1.0,,,1,True,['Complete'],['Bayview Heights'],87.0,2024-09-01 11:51:17,Residential,True,
7249000,1,['Speed Hump'],1,1.0,2017-06-01,2017-06-01,1,True,['Complete'],['Bret Harte'],79.0,2025-09-21 09:12:08,Residential,True,3034.0
7250000,1,['Speed Hump'],1,1.0,2017-06-01,2017-06-01,1,True,['Complete'],['Bret Harte'],77.0,2025-09-21 09:12:08,Residential,True,3034.0
7251000,1,['3-Lump Speed Cushion'],1,2.0,2023-07-01,2023-07-01,1,True,['Complete'],['Bret Harte'],79.0,2025-09-21 09:12:08,Residential,True,813.0
7253000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bayview District'],73.0,2025-09-22 09:12:08,Arterial,True,
7254000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bayview District'],100.0,2025-03-20 13:37:13,Arterial,True,
7255000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bayview District'],100.0,2025-03-20 13:38:49,Arterial,True,
7325000,1,['3-Lump Speed Cushion'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Outer Sunset'],83.0,2025-09-01 09:12:10,Residential,True,1614.0
7326000,1,['3-Lump Speed Cushion'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Outer Sunset'],83.0,2025-09-01 09:12:10,Residential,True,1614.0
7344000,1,['Speed Cushion'],1,1.0,,,0,False,[],['Excelsior'],87.0,2025-09-15 08:47:01,Residential,True,
7349000,1,['Speed Hump'],1,1.0,2015-07-01,2015-07-01,1,True,['Complete'],['Van Ness - Civic Center'],83.0,2025-07-16 08:21:58,Residential,True,3668.0
7407000,1,['5-Lump Speed Cushion'],1,1.0,2024-08-01,2024-08-01,1,True,['Complete'],['Pacific Heights'],60.0,2025-09-15 08:47:01,Collector,True,410.0
7431000,1,['Speed Hump'],1,1.0,2018-12-01,2018-12-01,1,True,['Complete'],['Bret Harte'],55.0,2025-09-21 09:12:10,Collector,True,2486.0
7432000,1,['Speed Hump'],1,2.0,2018-12-01,2018-12-01,1,True,['Complete'],['Bret Harte'],73.0,2024-09-01 07:46:51,Collector,True,2101.0
7441000,1,['3-Lump Speed Cushion'],1,1.0,2026-05-01,2026-05-01,1,True,['Complete'],['Bernal Heights'],80.0,2025-09-15 08:47:02,Residential,True,-228.0
7479000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bayview'],88.0,2025-09-04 16:20:04,Residential,True,
7480000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bayview'],64.0,2024-09-01 11:51:17,Residential,True,
7481000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bayview'],63.0,2025-09-23 09:12:11,Residential,True,
7482000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bayview'],100.0,2025-07-23 14:44:00,Residential,True,
7485000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bret Harte'],68.0,2025-09-23 09:10:26,Residential,True,
7489000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bret Harte'],100.0,2024-09-03 12:55:29,Residential,True,
7490000,1,[],0,,,,0,False,[],['Bret Harte'],100.0,2024-09-03 12:55:29,Residential,True,
7491000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bret Harte'],39.0,2025-09-21 09:12:11,Residential,True,
7495000,1,['Speed Hump'],1,1.0,,,1,True,['Complete'],['Hunters Point'],67.0,2025-09-30 09:12:11,Residential,True,
7498000,1,['Road Diet'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Bayview District'],33.0,2020-10-29 14:08:27,Collector,True,2493.0
7501000,1,[],0,,,,0,False,[],['Produce Market'],70.0,2025-09-29 09:12:11,Collector,True,
7512000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Noe Valley'],78.0,2025-09-29 09:12:11,Residential,True,
7513000,1,['Speed Hump'],1,2.0,2022-04-01,2022-04-01,1,True,['Complete'],['Noe Valley'],55.0,2025-09-29 09:12:11,Residential,True,1277.0
7514000,1,['Speed Hump'],1,2.0,2021-04-01,2021-04-01,1,True,['Complete'],['Noe Valley'],73.0,2025-09-29 09:12:11,Residential,True,1642.0
7525000,1,['Speed Hump'],1,1.0,2017-07-01,2017-07-01,1,True,['Complete'],['South of Market'],94.0,2025-07-23 14:44:00,Residential,True,2944.0
7535000,1,['Raised Crosswalk'],1,1.0,2019-10-01,2019-10-01,1,True,['Complete'],['Golden Gate Park'],100.0,2008-10-29 13:59:26,,True,-3989.0
7539000,1,['Raised Crosswalk'],1,1.0,2018-07-01,2018-07-01,1,True,['Complete'],['Golden Gate Park'],100.0,2008-10-29 13:59:26,,True,-3532.0
7541000,1,['Speed Hump'],1,3.0,2016-12-01,2016-12-01,1,True,['Complete'],['Golden Gate Park'],36.0,2008-10-29 13:59:26,,True,-2955.0
7542000,1,['Speed Hump'],1,1.0,2016-12-01,2016-12-01,1,True,['Complete'],['Golden Gate Park'],44.0,2008-10-29 13:59:26,,True,-2955.0
7544000,1,['Speed Hump'],1,2.0,2016-12-01,2016-12-01,1,True,['Complete'],['Golden Gate Park'],45.0,2008-10-29 13:59:26,,True,-2955.0
7545000,1,['Speed Hump'],1,1.0,2016-12-01,2016-12-01,1,True,['Complete'],['Golden Gate Park'],61.0,2008-10-29 13:59:26,,True,-2955.0
7546000,1,['Raised Crosswalk'],1,1.0,2016-12-01,2016-12-01,1,True,['Complete'],['Golden Gate Park'],45.0,2008-10-29 13:59:26,,True,-2955.0
7547000,1,['Speed Hump'],1,1.0,2016-12-01,2016-12-01,1,True,['Complete'],['Golden Gate Park'],45.0,2008-10-29 13:59:26,,True,-2955.0
7549000,1,['Speed Hump'],1,1.0,2016-12-01,2016-12-01,1,True,['Complete'],['Golden Gate Park'],46.0,2008-10-29 13:59:26,,True,-2955.0
7550000,1,['Raised Crosswalk'],1,1.0,2018-04-01,2018-04-01,1,True,['Complete'],['McLaren Park'],,,,False,
7551000,1,['Raised Crosswalk'],1,2.0,2018-04-01,2018-04-01,1,True,['Complete'],['McLaren Park'],,,,False,
7561000,1,['Speed Hump'],1,1.0,2022-05-01,2022-05-01,1,True,['Complete'],['Nob Hill'],91.0,2025-08-06 08:22:00,Residential,True,1193.0
7588000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Russian Hill'],66.0,2025-08-18 08:22:01,Residential,True,
7594000,1,['3-Lump Speed Cushion'],1,1.0,2026-03-01,2026-03-01,1,True,['Complete'],['Russian Hill'],100.0,2026-05-15 11:07:02,Residential,True,75.0
7606000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Sunnyside'],66.0,2025-09-16 09:12:12,Residential,True,
7607000,1,['3-Lump Speed Cushion'],1,2.0,2023-09-01,2023-09-01,1,True,['Complete'],['Sunnyside'],75.0,2025-09-16 09:12:12,Residential,True,746.0
7608000,1,['Speed Hump'],1,2.0,2018-12-01,2018-12-01,1,True,['Complete'],['Sunnyside'],83.0,2025-09-16 09:12:12,Residential,True,2481.0
7609000,1,['3-Lump Speed Cushion'],1,2.0,2022-04-01,2022-04-01,1,True,['Complete'],['Sunnyside'],70.0,2025-09-16 09:12:12,Residential,True,1264.0
7610000,1,['Speed Hump'],1,2.0,2021-01-01,2021-01-01,1,True,['Complete'],['Sunnyside'],77.0,2025-09-16 09:12:12,Residential,True,1719.0
7612000,1,['Speed Hump'],1,1.0,,,1,True,['Complete'],['Sunnyside'],85.0,2025-09-16 09:12:12,Residential,True,
7614000,1,['3-Lump Speed Cushion'],1,2.0,2022-03-01,2022-03-01,1,True,['Complete'],['Sunnyside'],95.0,2025-09-16 09:12:12,Residential,True,1295.0
7616000,1,['Speed Hump'],1,2.0,2016-09-01,2016-09-01,1,True,['Complete'],['Jordan Park - Laurel Heights'],76.0,2025-09-15 08:47:02,Residential,True,3301.0
7617000,1,['Speed Hump'],1,1.0,,,1,True,['Complete'],['Jordan Park - Laurel Heights'],34.0,2025-09-15 08:47:02,Residential,True,
7634000,1,['Speed Hump'],1,2.0,,,1,True,['Complete'],['Miraloma Park'],89.0,2024-09-01 07:46:54,Residential,True,
7635000,1,['Speed Hump'],1,1.0,2021-09-01,2021-09-01,1,True,['Complete'],['Miraloma Park'],88.0,2024-09-01 07:46:54,Residential,True,1096.0
7636000,1,['Speed Hump'],1,2.0,2021-09-01,2021-09-01,1,True,['Complete'],['Miraloma Park'],87.0,2024-09-01 07:46:54,Residential,True,1096.0
7687000,1,['3-Lump Speed Cushion'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Sunnyside'],82.0,2025-09-02 09:10:26,Residential,True,1615.0
7688000,1,['3-Lump Speed Cushion'],1,2.0,2021-04-01,2021-04-01,1,True,['Complete'],['Sunnyside'],86.0,2025-09-02 09:12:15,Residential,True,1615.0
7693000,1,['Speed Hump'],1,1.0,2022-04-01,2022-04-01,1,True,['Complete'],['Ingleside'],77.0,2025-09-15 08:47:03,Residential,True,1263.0
7728000,1,['3-Lump Speed Cushion'],1,1.0,2023-08-01,2023-08-01,1,True,['Complete'],['Potrero Hill'],85.0,2025-09-25 09:12:17,Residential,True,786.0
7737000,1,['5-Lump Speed Cushion'],1,1.0,2020-11-01,2020-11-01,1,True,['Complete'],['Potrero Hill'],92.0,2025-09-25 09:10:26,Residential,True,1789.0
7738000,1,['5-Lump Speed Cushion'],1,1.0,2020-11-01,2020-11-01,1,True,['Complete'],['Potrero Hill'],62.0,2025-09-25 09:10:26,Residential,True,1789.0
7739000,1,['5-Lump Speed Cushion'],1,1.0,2020-11-01,2020-11-01,1,True,['Complete'],['Potrero Hill'],66.0,2025-09-25 09:12:17,Residential,True,1789.0
7806001,1,['Speed Hump'],1,2.0,2014-01-01,2014-01-01,1,True,['Complete'],['West Portal'],71.0,2025-09-05 09:10:29,Residential,True,4265.0
7806002,1,['Speed Hump'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['West Portal'],74.0,2025-09-05 09:10:29,Residential,True,4265.0
7811000,1,[],0,,,,0,False,['Pending design review and approval'],['Mount Davidson Manor'],76.0,2024-09-01 07:46:59,Residential,True,
7824000,1,['Speed Hump'],1,2.0,2018-11-01,2018-11-01,1,True,['Complete'],['Mount Davidson Manor'],100.0,2025-07-23 14:44:00,Residential,True,2456.0
7838000,1,['Speed Bump'],1,1.0,,,1,True,['Complete'],['Inner Mission'],52.0,2025-09-15 08:47:03,Residential,True,
7872000,1,['Speed Hump'],1,1.0,2020-01-01,2020-01-01,1,True,['Complete'],['Outer Sunset'],82.0,2025-09-01 09:12:19,Residential,True,2070.0
7877000,1,['Speed Hump'],1,1.0,2022-02-01,2022-02-01,1,True,['Complete'],['Outer Sunset'],100.0,2025-05-21 14:14:12,Residential,True,1205.0
7891000,1,['3-Lump Speed Cushion'],1,2.0,2026-03-01,2026-03-01,1,True,['Complete'],['Hunters Point'],70.0,2025-10-06 09:12:19,Residential,True,-146.0
7892000,1,['Speed Bump'],1,1.0,,,1,True,['Complete'],['Bayview District'],81.0,2025-10-06 09:12:19,Residential,True,
7901000,1,['Speed Hump'],1,1.0,,,1,True,['Complete'],['Hunters Point'],77.0,2025-10-06 09:12:19,Residential,True,
7922000,1,['3-Lump Speed Cushion'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Outer Sunset'],72.0,2025-09-01 09:12:19,Residential,True,1614.0
7923000,1,['3-Lump Speed Cushion'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Outer Sunset'],79.0,2025-09-01 09:12:20,Residential,True,1614.0
7924000,1,['3-Lump Speed Cushion'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Outer Sunset'],100.0,2024-03-25 13:32:00,Residential,True,1089.0
7931101,1,['Speed Table'],1,2.0,,,0,False,['Pending design review and approval'],['Bayview District'],,,,False,
7931202,1,['Speed Table'],1,1.0,,,0,False,['Pending design review and approval'],['Bayview District'],84.0,2025-09-30 09:12:20,Collector,True,
7932101,1,['Speed Table'],1,1.0,,,0,False,['Pending construction'],['Bayview District'],78.0,2025-09-22 09:12:20,Collector,True,
7932201,1,['Speed Table'],1,1.0,,,0,False,['Pending construction'],['Bayview District'],67.0,2025-09-30 09:12:20,Collector,True,
7933000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Bayview District'],78.0,2025-09-23 09:12:20,Collector,True,
7962000,1,[],0,,,,0,False,['Pending design review and approval'],['Western Addition'],92.0,2025-09-15 08:47:04,Collector,True,
7999000,1,['3-Lump Speed Cushion'],1,2.0,2023-10-01,2023-10-01,1,True,['Complete'],['Merced Manor'],85.0,2025-09-17 09:12:21,Residential,True,717.0
8000000,1,['3-Lump Speed Cushion'],1,2.0,2023-10-01,2023-10-01,1,True,['Complete'],['Merced Manor'],76.0,2025-09-17 09:12:21,Residential,True,717.0
8004000,1,[],0,,,,0,False,['Pending design review and approval'],['Fairmount'],94.0,2025-09-30 09:12:21,Residential,True,
8006000,1,['3-Lump Speed Cushion'],1,1.0,,,0,False,['Pending construction'],['Fairmount'],85.0,2025-09-29 09:10:29,Residential,True,
8010000,1,['3-Lump Speed Cushion'],1,1.0,2022-09-01,2022-09-01,1,True,['Complete'],['Presidio Terrace'],81.0,2025-08-17 08:22:05,Collector,True,1081.0
8018000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Presidio Terrace'],91.0,2025-08-17 08:22:06,Collector,True,
8020000,1,['3-Lump Speed Cushion'],1,1.0,2022-09-01,2022-09-01,1,True,['Complete'],['Presidio Terrace'],100.0,2024-01-22 13:44:29,Collector,True,508.0
8023000,1,['3-Lump Speed Cushion'],1,1.0,2022-09-01,2022-09-01,1,True,['Complete'],['Lake'],67.0,2025-08-12 08:22:06,Residential,True,1076.0
8026000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Lake'],100.0,2025-09-15 15:09:57,Residential,True,
8027000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Lake'],100.0,2025-09-15 15:09:58,Residential,True,
8028000,1,[],0,,,,0,False,['Pending data collection and evaluation'],['Lake'],61.0,2025-08-12 08:22:06,Residential,True,
8033000,1,['Speed Table'],1,1.0,2020-01-01,2020-01-01,1,True,['Complete'],['Lake'],63.0,2025-08-12 08:22:06,Residential,True,2050.0
8034000,1,['Speed Table'],1,1.0,2020-01-01,2020-01-01,1,True,['Complete'],['Lake'],71.0,2025-08-12 08:22:06,Residential,True,2050.0
8061000,1,['3-Lump Speed Cushion'],1,1.0,2022-04-01,2022-04-01,1,True,['Complete'],['Oceanview'],77.0,2025-09-15 08:47:04,Residential,True,1263.0
8062000,2,['3-Lump Speed Cushion'],1,2.0,2022-04-01,2022-04-01,2,True,['Complete'],['Oceanview'],50.0,2025-09-15 08:47:04,Residential,True,1263.0
8064000,1,['3-Lump Speed Cushion'],1,1.0,2022-04-01,2022-04-01,1,True,['Complete'],['Oceanview'],69.0,2025-09-15 08:47:04,Residential,True,1263.0
8069000,1,['3-Lump Speed Cushion'],1,1.0,2026-01-01,2026-01-01,1,True,['Complete'],['Oceanview'],84.0,2025-09-15 08:47:05,Residential,True,-108.0
8081000,1,['Speed Hump'],1,2.0,,,1,True,['Complete'],['Mission Dolores'],74.0,2025-09-21 09:12:24,Residential,True,
8118000,1,['Speed Hump'],1,0.0,,,1,True,['Complete'],['Van Ness - Civic Center'],61.0,2025-09-15 08:47:05,Residential,True,
8166000,1,['Speed Hump'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Bayview District'],100.0,2025-01-31 11:16:38,Residential,True,4048.0
8175000,1,['Speed Hump'],1,2.0,2016-09-01,2016-09-01,1,True,['Complete'],['Jordan Park - Laurel Heights'],82.0,2025-09-15 08:47:06,Residential,True,3301.0
8191000,1,['5-Lump Speed Cushion'],1,1.0,2022-03-01,2022-03-01,1,True,['Complete'],['Inner Sunset'],88.0,2025-09-05 09:12:25,Collector,True,1284.0
8209000,1,['3-Lump Speed Cushion'],1,1.0,2025-05-01,2025-05-01,1,True,['Complete'],[],74.0,2025-09-01 09:12:25,Collector,True,123.0
8210000,1,['3-Lump Speed Cushion'],1,1.0,2025-05-01,2025-05-01,1,True,['Complete'],['Outer Sunset'],83.0,2025-09-01 09:12:25,Collector,True,123.0
8278000,1,['Speed Hump'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Silver Terrace'],100.0,2025-03-27 10:35:48,Residential,True,4103.0
8280000,1,[],0,,,,0,False,['Pending design review and approval'],['Ocean View'],100.0,2026-01-16 15:56:26,Residential,True,
8281000,1,['3-Lump Speed Cushion'],1,2.0,,,0,False,['Pending construction'],['Ingleside'],89.0,2025-09-15 08:47:06,Residential,True,
8292000,1,['4-Lump Speed Cushion'],1,1.0,,,0,False,[],['Visitacion Valley'],87.0,2025-09-23 09:12:26,Residential,True,
8293000,1,['4-Lump Speed Cushion'],1,1.0,,,0,False,['Pending construction'],['Visitacion Valley'],84.0,2025-09-23 09:12:26,Residential,True,
8294000,1,[],0,,,,0,False,['Pending design review and approval'],['Visitacion Valley'],83.0,2025-09-23 09:12:26,Residential,True,
8297000,1,[],0,,,,0,False,['Pending design review and approval'],['Visitacion Valley'],100.0,2026-01-27 15:07:54,Residential,True,
8300000,1,['3-Lump Speed Cushion'],1,1.0,,,0,False,['Pending design review and approval'],['Visitacion Valley'],90.0,2025-09-23 09:12:26,Residential,True,
8301000,1,[],0,,,,0,False,['Pending design review and approval'],['Visitacion Valley'],90.0,2025-09-23 09:12:26,Residential,True,
8302000,1,['3-Lump Speed Cushion'],1,1.0,,,0,False,['Pending construction'],['Visitacion Valley'],87.0,2025-09-23 09:12:27,Residential,True,
8303000,1,['3-Lump Speed Cushion'],1,1.0,,,0,False,['Pending construction'],['Visitacion Valley'],87.0,2025-09-23 09:12:27,Residential,True,
8304000,1,['3-Lump Speed Cushion'],1,1.0,,,0,False,['Pending construction'],['Visitacion Valley'],87.0,2025-09-23 09:12:27,Residential,True,
8306000,1,['Speed Hump'],1,1.0,2020-01-01,2020-01-01,1,True,['Complete'],['West Portal'],80.0,2025-09-05 09:12:27,Residential,True,2074.0
8307000,1,['Speed Hump'],1,2.0,2020-01-01,2020-01-01,1,True,['Complete'],['West Portal'],81.0,2025-09-05 09:12:27,Residential,True,2074.0
8315000,1,['Speed Hump'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Corona Heights'],100.0,2024-03-19 15:11:33,Residential,True,1083.0
8316000,1,['Speed Hump'],1,1.0,2021-04-01,2021-04-01,1,True,['Complete'],['Corona Heights'],41.0,2008-10-29 13:59:26,,True,-4537.0
8319000,1,['Speed Hump'],1,1.0,2015-09-01,2015-09-01,1,True,['Complete'],['Inner Mission'],29.0,2025-09-15 08:47:06,Residential,True,3667.0
8320000,1,['Speed Hump'],1,1.0,2005-10-01,2005-10-01,1,True,['Complete'],['Inner Mission'],76.0,2025-09-15 08:47:06,Residential,True,7289.0
8321000,1,['Speed Hump'],1,2.0,2021-05-01,2021-05-01,1,True,['Complete'],['Dolores Heights'],84.0,2025-09-15 08:47:06,Residential,True,1598.0
8330000,1,['3-Lump Speed Cushion'],1,2.0,,,0,False,['Pending construction'],['Outer Mission'],87.0,2025-09-15 08:47:06,Residential,True,
8394000,1,['Speed Hump'],1,2.0,2023-08-01,2023-08-01,1,True,['Complete'],['Hayes Valley'],82.0,2025-07-16 08:22:10,Residential,True,715.0
8401000,1,['Speed Table'],1,1.0,,,0,False,['Pending construction'],['Glen Park'],78.0,2025-09-16 09:12:30,Residential,True,
8402000,1,['3-Lump Speed Cushion'],1,1.0,2007-06-01,2007-06-01,1,True,['Complete'],['Glen Park'],63.0,2025-09-16 09:12:30,Residential,True,6682.0
8404000,2,['Speed Hump'],1,3.0,2007-06-01,2019-07-01,1,True,"['Complete', 'Obsolete']",['Excelsior'],89.0,2025-09-15 08:47:07,Residential,True,6681.0
8406000,1,['3-Lump Speed Cushion'],1,2.0,2019-10-01,2019-10-01,1,True,['Complete'],['Excelsior'],85.0,2025-09-15 08:47:07,Residential,True,2176.0
8407000,1,['Speed Hump'],1,2.0,2019-10-01,2019-10-01,1,True,['Complete'],['Excelsior'],83.0,2025-09-15 08:47:07,Residential,True,2176.0
8408000,1,['3-Lump Speed Cushion'],1,2.0,2023-09-01,2023-09-01,1,True,['Complete'],['Excelsior'],90.0,2025-09-15 08:47:07,Residential,True,745.0
8409000,1,['3-Lump Speed Cushion'],1,2.0,2023-09-01,2023-09-01,1,True,['Complete'],['Excelsior'],84.0,2025-09-15 08:47:07,Residential,True,745.0
8412000,1,['Speed Cushion'],1,2.0,,,0,False,[],['Excelsior'],78.0,2025-09-15 08:47:07,Residential,True,
8416000,1,['3-Lump Speed Cushion'],1,3.0,2023-08-01,2023-08-01,1,True,['Complete'],['Oceanview'],72.0,2025-09-15 08:47:07,Residential,True,776.0
8430000,1,['3-Lump Speed Cushion'],1,1.0,2022-05-01,2022-05-01,1,True,['Complete'],['Buena Vista'],100.0,2025-12-10 10:45:14,Residential,True,1319.0
8468000,1,['Speed Hump'],1,1.0,2022-01-01,2022-01-01,1,True,['Complete'],['Golden Gate Heights'],73.0,2025-09-16 09:12:30,Residential,True,1354.0
8469000,1,['Speed Hump'],1,2.0,2022-01-01,2022-01-01,1,True,['Complete'],['Golden Gate Heights'],76.0,2025-09-02 09:12:30,Residential,True,1340.0
8470000,1,['Speed Hump'],1,1.0,2022-02-01,2022-02-01,1,True,['Complete'],['Excelsior'],73.0,2025-09-15 08:47:08,Residential,True,1322.0
8471000,1,['3-Lump Speed Cushion'],1,2.0,2023-08-01,2023-08-01,1,True,['Complete'],['Excelsior'],82.0,2025-09-15 08:47:08,Residential,True,776.0
8472000,1,['3-Lump Speed Cushion'],1,2.0,2023-08-01,2023-08-01,1,True,['Complete'],['Excelsior'],72.0,2025-09-15 08:47:08,Residential,True,776.0
8473000,1,['3-Lump Speed Cushion'],1,2.0,2023-09-01,2023-09-01,1,True,['Complete'],['Excelsior'],100.0,2025-12-19 10:06:27,Residential,True,840.0
8474000,1,['3-Lump Speed Cushion'],1,2.0,2023-08-01,2023-08-01,1,True,['Complete'],['Excelsior'],89.0,2025-09-15 08:47:08,Residential,True,776.0
8475000,4,"['3-Lump Speed Cushion', 'Speed Cushion']",2,8.0,2023-08-01,2023-08-01,2,True,"['Complete', 'Pending construction']",['Excelsior'],85.0,2025-09-15 08:47:08,Residential,True,776.0
8476000,2,"['3-Lump Speed Cushion', 'Speed Cushion']",2,4.0,2023-08-01,2023-08-01,1,True,['Complete'],['Excelsior'],77.0,2025-09-15 08:47:08,Residential,True,776.0
8500000,1,['3-Lump Speed Cushion'],1,2.0,,,0,False,['Pending construction'],['Oceanview'],94.0,2025-09-15 08:47:08,Residential,True,
8502000,1,['Speed Hump'],1,1.0,,,0,False,['Pending construction'],['Oceanview'],89.0,2025-09-15 08:47:08,Residential,True,
8504000,1,['Speed Hump'],1,1.0,2022-03-01,2022-03-01,1,True,['Complete'],['Crocker Amazon'],89.0,2025-09-15 08:47:09,Residential,True,1294.0
8508000,1,['3-Lump Speed Cushion'],1,1.0,2021-03-01,2021-03-01,1,True,['Complete'],['Outer Sunset'],74.0,2025-09-01 09:12:31,Collector,True,1645.0
8509000,1,['3-Lump Speed Cushion'],1,1.0,2021-03-01,2021-03-01,1,True,['Complete'],['Outer Sunset'],72.0,2025-09-01 09:12:31,Collector,True,1645.0
8510000,1,['3-Lump Speed Cushion'],1,1.0,2021-03-01,2021-03-01,1,True,['Complete'],['Outer Sunset'],67.0,2025-09-01 09:12:31,Collector,True,1645.0
8511000,1,['3-Lump Speed Cushion'],1,1.0,2021-03-01,2021-03-01,1,True,['Complete'],['Outer Sunset'],80.0,2025-09-01 09:12:31,Collector,True,1645.0
