"row_id","objectid","cnn","nhood","streetname","district","from_st","to_st","project_location","tc_measure","units","install_mo","install_yr","install_datetime","fiscal_yr","program","current_status","current_ti","next_step","next_step_2","shape","data_as_of","data_loaded_at"
"947","20810","11564000","Saint Francis Wood","SANTA ANA AVE","7","SAINT FRANCIS BLVD","MONTEREY BLVD","Santa Ana Avenue from Saint Francis Boulevard to Monterey Boulevard","Speed Hump","1","12","2008","2008/12/01","FY 2008-2009","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.467963318 37.734865689, -122.46785213 37.733120443)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"948","20812","11566000","Balboa Terrace","SANTA ANA AVE","7","DARIEN WY","OCEAN AVE","Santa Ana Avenue from Darien Way to Ocean Avenue","Speed Hump","2","2","2021","2021/02/01","FY 2017-2018","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.467848119 37.731818587, -122.467869715 37.731315531, -122.467916818 37.730944116, -122.467981648 37.73066883, -122.468130953 37.730286668, -122.468323187 37.729948987, -122.468610984 37.729598561)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"949","20817","11571000","Saint Francis Wood","SANTA CLARA AVE","7","SAN ANSELMO AVE","SAINT FRANCIS BLVD","Santa Clara Avenue from San Anselmo Avenue to Saint Francis Boulevard","Speed Hump","1","0","0","1900/01/01","FY 2011-2012","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.466107261 37.73668819, -122.466283653 37.736301225, -122.466322853 37.736086884, -122.466319832 37.735887479, -122.46624768 37.734937143)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"950","20818","11572000","Saint Francis Wood","SANTA CLARA AVE","7","SAINT FRANCIS BLVD","MONTEREY BLVD \ SAN ANSELMO AVE","Santa Clara Avenue from Saint Francis Boulevard to Monterey Boulevard \ San Anselmo Avenue","5-Lump Speed Cushion","1","2","2008","2008/02/01","FY 2007-2008","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.46624768 37.734937143, -122.466199044 37.734110523, -122.466118966 37.733845099, -122.465972478 37.733554688, -122.465658678 37.733152899)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"951","20820","11574000","Silver Terrace","SANTA FE AVE","10","SILVER AVE","QUINT ST","Santa Fe Avenue from Silver Avenue to Quint Street","3-Lump Speed Cushion","2","7","2023","2023/07/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.401556207 37.734884486, -122.400035633 37.733351359)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"952","20821","11575000","Holly Park","SANTA MARINA ST","9","MISSION ST","GLADYS ST","Santa Marina Street from Mission Street to Gladys Street","3-Lump Speed Cushion","1","12","2025","2025/12/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.423089906 37.740641887, -122.422255588 37.740301548)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"953","20822","11576000","Holly Park","SANTA MARINA ST","9","GLADYS ST","PROSPECT AVE","Santa Marina Street from Gladys Street to Prospect Avenue","3-Lump Speed Cushion","1","12","2025","2025/12/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.422255588 37.740301548, -122.42110199 37.739830953)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"954","20823","11577000","Holly Park","SANTA MARINA ST","9","PROSPECT AVE","ELSIE ST","Santa Marina Street from Prospect Avenue to Elsie Street","3-Lump Speed Cushion","1","12","2025","2025/12/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.42110199 37.739830953, -122.419817949 37.739307125)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"955","23078","9487000","Excelsior","NAPLES ST","11","SILVER AVE","PERU AVE","Naples Street from Silver Avenue to Peru Avenue","3-Lump Speed Cushion","2","8","2019","2019/08/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.42528994 37.72867748, -122.426503583 37.727076283)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"956","23079","9488000","Excelsior","NAPLES ST","11","PERU AVE","AVALON AVE","Naples Street from Peru Avenue to Avalon Avenue","3-Lump Speed Cushion","2","06","2025","2025/06/01","FY 2020-2021","App-Based","Complete",,,,"LINESTRING (-122.426503583 37.727076283, -122.427684375 37.725519908)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"957","23081","9490000","Excelsior","NAPLES ST","11","EXCELSIOR AVE","BRAZIL AVE","Naples Street from Excelsior Avenue to Brazil Avenue","4-Lump Speed Cushion","2","10","2019","2019/10/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.428836527 37.723954573, -122.43002615 37.722397872)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"958","23082","9491000","Excelsior","NAPLES ST","11","BRAZIL AVE","PERSIA AVE","Naples Street from Brazil Avenue to Persia Avenue","3-Lump Speed Cushion","2","8","2019","2019/08/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.43002615 37.722397872, -122.431204703 37.720855581)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"959","23083","9492000","Excelsior","NAPLES ST","11","RUSSIA AVE","PERSIA AVE","Naples Street from Russia Avenue to Persia Avenue","3-Lump Speed Cushion","2","9","2023","2023/09/01","<Null>","Excelsior Neighborhood Traffic Calming Project","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.431204703 37.720855581, -122.431258613 37.720785032, -122.432385187 37.719298462)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"960","23089","9498000","Crocker Amazon","NAPLES ST","11","ROLPH ST","ATHENS ST","Naples Street from Rolph Street to Athens Street","5-Lump Speed Cushion","1","6","2019","2019/06/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.436641868 37.71354978, -122.43748584 37.712373421)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"961","23096","9505000","Glen Park","NATICK ST","8","CHENERY ST","ARLINGTON ST \ SAN JOSE AV OFF RAMP \ WILDER ST","Natick Street from Chenery Street to Arlington Street \ San Jose Av Off Ramp \ Wilder Street","Speed Hump","1","7","2017","2017/07/01","FY 2015-2016","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.431858279 37.734600451, -122.431789161 37.734011862, -122.431594559 37.733765422)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"962","23103","9512000","South of Market","NATOMA ST","6","06TH ST","RUSS ST","Natoma Street from 6th Street to Russ Street","Chicane","0","0","0","1900/01/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.407691415 37.780162026, -122.408808994 37.779293702)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"963","23104","9513000","South of Market","NATOMA ST","6","RUSS ST","07TH ST","Natoma Street from Russ Street to 7th Street","Chicane","0","0","0","1900/01/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.408808994 37.779293702, -122.40993824 37.778416282)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"964","23105","9514000","South of Market","NATOMA ST","6","7TH ST","8TH ST","Natoma Street from 7th Street to 8th Street","Speed Table","2","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending construction","TBD","Completion","TBD","LINESTRING (-122.40993824 37.778416282, -122.412157954 37.776660987)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"965","23110","9519000","Inner Mission","NATOMA ST","9","14TH ST","15TH ST","Natoma Street from 14th Street to 15th Street","Speed Hump","1","0","0","1900/01/01","FY 2011-2012","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.418555933 37.768359751, -122.418402737 37.766759513)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"966","21072","11331000","St. Francis Wood","SAN ANSELMO AVE","7","PORTOLA DRIVE","SAN BENITO WAY","San Anselmo Avenue from Portola Drive to San Benito Way","Speed Hump","1","5","2022","2022/05/01","FY 2018-2019","App-Based","Complete",,,"<Null>","LINESTRING (-122.468309609 37.737417148, -122.468043836 37.737306588, -122.467298184 37.737132316)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"967","21073","11332000","St. Francis Wood","SAN ANSELMO AVE","7","SAN BENITO WAY","SANTA CLARA AVE","San Anselmo Avenue from San Benito Way to Santa Clara Avenue","Speed Hump","1","5","2022","2022/05/01","FY 2018-2019","App-Based","Complete",,,"<Null>","LINESTRING (-122.467298184 37.737132316, -122.466961073 37.737029318, -122.466107261 37.73668819)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"968","21082","11341000","Saint Francis Wood","SAN BENITO WAY","7","SAN ANSELMO AVE","SAINT FRANCIS BLVD","San Benito Way from San Anselmo Avenue to Saint Francis Boulevard","Speed Hump","1","0","0","1900/01/01","FY 2011-2012","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.467298184 37.737132316, -122.467157414 37.734986736, -122.467134807 37.734898265)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"969","21083","11342000","Saint Francis Wood","SAN BENITO WAY","7","SAINT FRANCIS BLVD","MONTEREY BLVD","San Benito Way from Saint Francis Boulevard to Monterey Boulevard","Speed Hump","1","0","0","1900/01/01","FY 2011-2012","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.467134807 37.734898265, -122.46699849 37.733092142)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"970","21086","11345000","Balboa Terrace","SAN BENITO WAY","7","OCEAN AVE","UPLAND DR","San Benito Avenue from Ocean Avenue to Upland Drive","Speed Table","2","01","2026","2026/01/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.467100065 37.730490851, -122.467238663 37.730132829, -122.467495765 37.729664498, -122.467715834 37.729374565, -122.468077262 37.728974767)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"971","21100","11277000","Oceanview","SADOWA ST","11","PLYMOUTH AVE","CAPITOL AVE","Sadowa Street from Plymouth Avenue to Capitol Avenue","Speed Table","3","6","2023","2023/06/01","FY 2018-2019","App-Based","Complete",,,"<Null>","LINESTRING (-122.456045432 37.712319641, -122.459015119 37.712295737)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"972","21101","11278000","Oceanview","SADOWA ST","11","CAPITOL AVE","ORIZABA AVE","Sadowa Street from Capitol Avenue to Orizaba Avenue","3-Lump Speed Cushion","3","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending construction","TBD","Completion","TBD","LINESTRING (-122.459015119 37.712295737, -122.462581299 37.712273521)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"973","21877","10596000","Crocker Amazon","POPE ST","11","BRUNSWICK ST","HANOVER ST","Pope Street from Brunswick Street to Hanover Street","3-Lump Speed Cushion","1","3","2022","2022/03/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.440108459 37.711477169, -122.43957484 37.710217136)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"974","21878","10597000","Crocker Amazon","POPE ST","11","HANOVER ST","PRAGUE ST","Pope Street from Hanover Street to Prague Street","Speed Hump","1","3","2022","2022/03/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.43957484 37.710217136, -122.439480877 37.709993447)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"975","20838","11507000","Duboce Triangle","SANCHEZ ST","8","14TH ST","DUBOCE AVE","Sanchez Street from 14th Street to Duboce Avenue","<Null>","<Null>","<Null>","<Null>",,"FY 2022-2023","App-Based","Pending design review and approval","Jul - Dec 2024","Pending construction","Jan - Jul 2025","LINESTRING (-122.431356624 37.769320912, -122.43119112 37.767595241)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"978","23147","9466000","Miraloma Park","MYRA WAY","7","MOLIMO DR","AVOCA ALY","Myra Way from Molimo Drive to Avoca Alley","3-Lump Speed Cushion","1","8","2018","2018/08/01",,"Misc TC","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.451604474 37.737752898, -122.451445634 37.737746179, -122.450876663 37.738115425, -122.450780468 37.738214104)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"979","23148","9467000","Miraloma Park","MYRA WAY","7","AVOCA ALY","OMAR WAY","Myra Way from Avoca Alley to Omar Way","3-Lump Speed Cushion","1","8","2018","2018/08/01",,"Misc TC","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.450780468 37.738214104, -122.450701409 37.738295203, -122.45062757 37.738495706, -122.450423308 37.739338395)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"980","23168","9399000","Excelsior","MOSCOW ST","11","EXCELSIOR AVE","BRAZIL AVE","Moscow Street from Excelsior Avenue to Brazil Avenue","4-Lump Speed Cushion","2","6","2019","2019/06/01",,"Restoration after paving (2794J)","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.426468152 37.722825603, -122.427644648 37.72125762)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"981","23169","9400000","Excelsior","MOSCOW ST","11","BRAZIL ST","PERSIA AVE","Moscow Street from Brazil Street to Persia Avenue","5-Lump Speed Cushion","2","8","2024","2024/08/01","FY 2019-2020","Schools Engineering Loading Zone TC","Complete",,,,"LINESTRING (-122.427644648 37.72125762, -122.428804612 37.719711591)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"982","23170","9401000","Excelsior","MOSCOW ST","11","PERSIA AVE","RUSSIA AVE","Moscow Street from Persia Avenue to Russia Avenue","5-Lump Speed Cushion","2","8","2019","2019/08/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.428804612 37.719711591, -122.429978026 37.718147559)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"983","23171","9402000","Excelsior","MOSCOW ST","11","RUSSIA AVE","FRANCE AVE","Moscow Street from Russia Avenue to France Avenue","5-Lump Speed Cushion","1","2","2008","2008/02/01","FY 2005-2006","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.429978026 37.718147559, -122.431153837 37.716593606)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"985","21901","10530000","Westwood Park","PLYMOUTH AVE","7","MONTECITO AVE","END","Plymouth Avenue from Montecito Avenue to End","Speed Hump","1","2","2005","2005/02/01","FY 2004-2005","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.456504117 37.729717646, -122.456549276 37.729885112, -122.456622744 37.73005719, -122.456745324 37.730239854, -122.457013024 37.730479393, -122.457260617 37.730609814, -122.457445756 37.730687635)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"986","20873","11541000","Fairmount","SANCHEZ ST","8","30TH ST","RANDALL ST","Sanchez Street from 30th Street to Randall Street","Speed Hump","2","<Null>","2020",,"FY 2017-2018","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.428911417 37.741952911, -122.428736128 37.740121826)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"987","20896","11478000","Mission Terrace","SAN JUAN AVE","11","CAYUGA AVE","CAPISTRANO AVE","San Juan Avenue from Cayuga Avenue to Capistrano Avenue","Speed Hump","1","1","2020","2020/01/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.437933626 37.725094456, -122.43809604 37.725150532, -122.438763406 37.725507981)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"988","20904","11486000","Balboa Terrace","SAN LEANDRO WAY","7","DARIEN WY","OCEAN AVE","San Leandro Way from Darien Way to Ocean Avenue","Speed Hump","2","2","2021","2021/02/01","FY 2017-2018","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.468745679 37.731848645, -122.468790468 37.731110315, -122.468858531 37.73081388, -122.468958384 37.730571153, -122.469117824 37.730285244, -122.469341914 37.729976876)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"989","20918","11500000","Saint Francis Wood","SAN PABLO AVE","7","GRANVILLE WAY \ PORTOLA DR","END","San Pablo Avenue from Granville Way \ Portola Drive to End","Speed Hump","0","0","0","1900/01/01","FY 2011-2012","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.461064052 37.740293771, -122.461075117 37.740068581)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"990","20919","11501000","Saint Francis Wood","SAN PABLO AVE","7","END","SANTA MONICA WY","San Pablo Avenue from End to Santa Monica Way","Speed Hump","1","0","0","1900/01/01","FY 2011-2012","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.461075117 37.740068581, -122.46168711 37.739776796, -122.461937435 37.739644109, -122.462112762 37.739508361, -122.462275219 37.739322443, -122.462390801 37.739109822, -122.462443168 37.738907416, -122.462474223 37.738708244)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"991","23172","9403000","Excelsior","MOSCOW ST","11","FRANCE AVE","ITALY AVE","Moscow Street from France Avenue to Italy Avenue","5-Lump Speed Cushion","1","8","2019","2019/08/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.431153837 37.716593606, -122.4323234 37.715038219)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"992","23174","9405000","Excelsior","MOSCOW ST","11","AMAZON AVE","GENEVA AVE \ SOUTH HILL BLVD","Moscow Street from Amazon Avenue to Geneva Avenue \ South Hill Boulevard","4-Lump Speed Cushion","1","8","2019","2019/08/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.432777137 37.714437153, -122.432837676 37.714386999, -122.433634668 37.713280989, -122.43370682 37.713143158)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"993","23175","9406000","South of Market","MOSS ST","6","HOWARD ST","FOLSOM ST","Moss Street from Howard Street to Folsom Street","Chicane","0","0","0","1900/01/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.408832678 37.778415536, -122.40729368 37.777179298)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"994","23192","9423000","Cayuga","MOUNT VERNON AVE","11","DEL MONTE ST","ELLTINGTON AVE","Mount Vernon Avenue from Del Monte Street to Elltington Avenue","Speed Hump","1","3","2022","2022/03/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.443255966 37.715042054, -122.443794783 37.715472472)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"995","23197","9428000","Cayuga","MOUNT VERNON AVE","11","DELANO AVE","CAYUGA AVE","Mt Vernon Avenue from Delano Avenue to Cayuga Avenue","3-Lump Speed Cushion","1","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending construction","TBD","Completion","TBD","LINESTRING (-122.445807538 37.717080229, -122.44651834 37.717647981, -122.446616959 37.717696406)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"996","23200","9431000","Oceanview","MOUNT VERNON AVE","11","SAN JOSE AVE","SAN MIGUEL ST","Mount Vernon Avenue from San Jose Avenue to San Miguel Street","Speed Hump","1","6","2019","2019/06/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.44860519 37.718395605, -122.448814689 37.718513568, -122.449162211 37.718690293)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"997","23201","9432000","Oceanview","MOUNT VERNON AVE","11","SAN MIGUEL ST","TARA ST","Mount Vernon Avenue from San Miguel Street to Tara Street","Speed Hump","1","10","2020","2020/10/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.449162211 37.718690293, -122.449996485 37.719024619)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"998","21179","11268000","Presidio Heights","SACRAMENTO ST","2","LOCUST ST","SPRUCE ST","Sacramento Street from Locust Street to Spruce Street","Speed Bump","0","0","0","1900/01/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.451945873 37.787551752, -122.453592852 37.787344111)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"999","21182","11271000","Presidio Heights","SACRAMENTO ST","2","CHERRY ST","ARGUELLO BLVD","Sacramento Street from Cherry Street to Arguello Boulevard","3-Lump Speed Cushion","2","2","2016","2016/02/01","FY 2013-2014","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.45687452 37.78692822, -122.459255765 37.7866233)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1000","21183","11186000","South of Market","RUSS ST","6","HOWARD ST","FOLSOM ST","Russ Street from Howard Street to Folsom Street","Chicane","0","0","0","1900/01/01",,,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.408271589 37.778860687, -122.406724471 37.777628934)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1001","21186","11189000","Excelsior","RUSSIA AVE","11","LONDON ST","PARIS ST","Russia Avenue from London Street to Paris Street","3-Lump Speed Cushion","1","2","2022","2022/02/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.43638454 37.721209404, -122.435584714 37.720827145)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1002","21189","11192000","Excelsior","RUSSIA AVE","11","MADRID ST","EDINBURGH ST","Russia Avenue from Madrid Street to Edinburgh Street","Speed Hump","1","8","2019","2019/08/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.433985108 37.720062806, -122.433185143 37.719680637)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1003","21194","11197000","Excelsior","RUSSIA AVE","11","MOSCOW ST","MUNICH ST","Russia Avenue from Moscow Street to Munich Street","5-Lump Speed Cushion","1","3","2022","2022/03/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.429978026 37.718147559, -122.429171361 37.71776172)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1004","21976","10516000","Oceanview","PLYMOUTH AVE","11","LOBOS ST","MINERVA ST","Plymouth Avenue from Lobos Street to Minerva Street","5-Lump Speed Cushion","1","6","2019","2019/06/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.456071999 37.714904673, -122.456079635 37.715787827)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1005","21980","10520000","Ingleside","PLYMOUTH AVE","11","GRAFTON AVE","LAKEVIEW AVE","Plymouth Avenue from Grafton Avenue to Lakeview Avenue","5-Lump Speed Cushion","2","01","2026","2026/01/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.456107528 37.718235209, -122.456133498 37.720033302)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1006","21981","10521000","Ingleside","PLYMOUTH AVE","11","GRAFTON AVE","HOLLOWAY AVE","Plymouth Av from Grafton Avenue to Holloway Avenue","5-Lump Speed Cushion","2","4","2022","2022/04/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.456133498 37.720033302, -122.45614148 37.721845857)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1007","21987","10527000","Westwood Park","PLYMOUTH AVE","7","GREENWOOD AVE","WILDEWOOD WAY","Plymouth Avenue from Greenwood Avenue to Wildewood Way","3-Lump Speed Cushion","1","01","2026","2026/01/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.456537039 37.727589982, -122.456532861 37.727903079, -122.456499922 37.728201588, -122.456461421 37.728415211, -122.45643064 37.72858801, -122.456429852 37.728706639)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1009","20920","11502000","Sherwood Forest","SAN PABLO AVE","7","SANTA MONICA WY","YERBA BUENA AVE","San Pablo Avenue from Santa Monica Way to Yerba Buena Avenue","Speed Hump","1","0","0","1900/01/01","FY 2011-2012","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.462474223 37.738708244, -122.462432864 37.738548293, -122.462296868 37.737631145, -122.462039206 37.736346527)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1010","23244","9383000","Crocker Amazon","MORSE ST","11","ROYAL LN","ROLPH ST","Morse Street from Newton Street to Rolph Street","<Null>","<Null>","<Null>","<Null>",,"FY 2022-2023","App-Based","Pending design review and approval","Jul - Dec 2024","Pending construction","Jan - Jul 2025","LINESTRING (-122.436894328 37.713663082, -122.438053911 37.713356141)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1011","23245","9384000","Crocker Amazon","MORSE ST","11","NEWTON ST","ROYAL LN","Morse Street from Newton Street to Rolph Street","<Null>","<Null>","<Null>","<Null>",,"FY 2022-2023","App-Based","Pending design review and approval","Jul - Dec 2024","Pending construction","Jan - Jul 2025","LINESTRING (-122.438053911 37.713356141, -122.438564499 37.713220984)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1013","21228","11147101","Corona Heights","ROOSEVELT WAY","8","LOWER TER","SATURN ST","Roosevelt Way from Lower Terrace to Saturn Street","Edgeline","1","0","2014","2014/01/01","FY 2011-2012","TC Implementation","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.44379547 37.763295596, -122.443812457 37.763243184, -122.444562529 37.762544827, -122.444667626 37.762495721)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1014","21229","11147201","Parnassus - Ashbury Heights","ROOSEVELT WAY","8","LOWER TER","SATURN ST","Roosevelt Way from Lower Terrace to Saturn Street","Edgeline","1","0","2014","2014/01/01","FY 2011-2012","TC Implementation","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.44379547 37.763295596, -122.443864294 37.763272679, -122.444609132 37.762579194, -122.444667626 37.762495721)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1015","21231","11148201","Parnassus - Ashbury Heights","ROOSEVELT WAY","8","SATURN ST","17TH ST \ URANUS TER","Roosevelt Way from Saturn Street to 17th Street \ Uranus Terrace","Edgeline","1","0","2014","2014/01/01",,"TC Implementation","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.444667626 37.762495721, -122.444740167 37.762485148, -122.444977975 37.762354169, -122.44529329 37.761961092, -122.445309435 37.761880443)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1017","20972","11404000","Mission District","SAN CARLOS ST","9","18TH ST","19TH ST","San Carlos Street from 18th Street to 19th Street","3-Lump Speed Cushion","2","11","2023","2023/11/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.420128161 37.76178914, -122.419974947 37.76018891)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1018","20973","11405000","Mission District","SAN CARLOS ST","9","19TH ST","20TH ST","San Carlos Street from 19th Street to 20th Street","Speed Hump","2","4","2021","2021/04/01","FY 2018-2019","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.419974947 37.76018891, -122.419841317 37.758584926)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1019","20974","11406000","Mission District","SAN CARLOS ST","9","20TH ST","21ST ST","San Carlos Street from 20th Street to 21St Street","Speed Table","2","12","2025","2025/12/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.419841317 37.758584926, -122.419689114 37.756987978)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
