"row_id","objectid","cnn","nhood","streetname","district","from_st","to_st","project_location","tc_measure","units","install_mo","install_yr","install_datetime","fiscal_yr","program","current_status","current_ti","next_step","next_step_2","shape","data_as_of","data_loaded_at"
"1020","20980","11412000","Saint Francis Wood","SAN FERNANDO WAY","7","PORTOLA DR","SAINT FRANCIS BLVD","San Fernando Way from Portola Drive to Saint Francis Boulevard","Speed Hump","1","0","0","1900/01/01","FY 2011-2012","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.469886008 37.736112363, -122.469785853 37.735919184, -122.469749387 37.735706749, -122.469686656 37.734786393)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1021","20981","11413000","Saint Francis Wood","SAN FERNANDO WAY","7","SAINT FRANCIS BLVD","MONTEREY BLVD","San Fernando Way from Saint Francis Boulevard to Monterey Boulevard","Speed Hump","1","0","0","1900/01/01","FY 2011-2012","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.469686656 37.734786393, -122.469558898 37.73317701)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1022","20982","11414000","Balboa Terrace","SAN FERNANDO WAY","7","MONTEREY BLVD","DARIEN WAY","San Fernando Way from Monterey Boulevard to Darien Way","Speed Hump","1","3","2016","2016/03/01","FY 2014-2015","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.469558898 37.73317701, -122.469624766 37.731878077)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1023","20983","11415000","Balboa Terrace","SAN FERNANDO WAY","7","DARIEN WY","OCEAN AVE","San Fernando Way from Darien Way to Ocean Avenue","Speed Hump","2","3","2016","2016/03/01","FY 2014-2015","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.469624766 37.731878077, -122.469651899 37.7313882, -122.46967239 37.731158851, -122.469731144 37.730940916, -122.469842616 37.730707033, -122.470110426 37.730308469)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1026","21258","11174000","Mission Terrace","ROTTECK ST","11","STILL ST","CAYUGA AVE","Rotteck Street from Streetill Street to Cayuga Avenue","One-Way Conversion","1","4","2016","2016/04/01","FY 2014-2015","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.430843653 37.731817124, -122.430578486 37.731234944)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1027","21260","11175001","St. Mary's Park","ROUSSEAU ST","8","SAN JOSE AVE","GLEN CT","Rousseau Street from San Jose Avenue to Glen Court","Speed Hump","1","10","2017","2017/10/01",,"SJA Side Streets","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.430368501 37.733932558, -122.430333546 37.733693781)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1028","21261","11175002","St. Mary's Park","ROUSSEAU ST","8","GLEN CT","BOSWORTH ST","Rousseau Street from Glen Court to Bosworth Street","Speed Hump","1","10","2017","2017/10/01",,"SJA Side Streets","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.430333546 37.733693781, -122.430277821 37.733313126)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1029","21277","11111000","Golden Gate Heights","ROCKRIDGE DR","7","RADIO TERRACE","FUNSTON AVE","Rockridge Drive from Radio Terracerace to Funston Avenue","3-Lump Speed Cushion","1","9","2023","2023/09/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.469013634 37.75079748, -122.469713039 37.750761644, -122.469981206 37.750699105, -122.470187725 37.750578346, -122.47037547 37.750527333)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1030","21282","11116000","Crocker Amazon","ROLPH ST","11","MISSION ST","CURTIS ST","Rolph Street from Mission Street to Curtis Street","Speed Hump","1","6","2019","2019/06/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.441554284 37.715753445, -122.440370328 37.71522276)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1031","21286","11120000","Crocker Amazon","ROLPH ST","11","MADRID ST","MORSE ST","Rolph Street from Madrid Street to Morse Street","3-Lump Speed Cushion","1","9","2023","2023/09/01","<Null>","Excelsior Neighborhood Traffic Calming Project","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.438274676 37.714282557, -122.436894328 37.713663082)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1032","21287","11121000","Crocker Amazon","ROLPH ST","11","MORSE ST","NAPLES ST","Rolph Street from Morse Street to Naples Street","Traffic Island","1","0","0","1900/01/01","FY 2004-2005","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.436894328 37.713663082, -122.436641868 37.71354978)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1034","16576","119000","Presidio Terrace","02ND AVE","1","LAKE ST","CALIFORNIA ST","2nd Avenue from Lake Street to California Street","3-Lump Speed Cushion","2","10","2022","2022/10/01","<Null>","Lake St Slow Street TC","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.460404199 37.786865758, -122.460308245 37.785538555)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1035","16580","123000","Inner Richmond","02ND AVE","1","ANZA ST","GEARY BLVD","2nd Avenue from Anza Street to Geary Boulevard","Speed Hump","2","1","2022","2022/01/01","FY 2018-2019","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.459999658 37.781213478, -122.459860373 37.77928263)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1036","16582","125000","Inner Richmond","02ND AVE","1","BALBOA ST","CABRILLO ST","2nd Avenue from Balboa Street to Cabrillo Street","Speed Hump","2","1","2022","2022/01/01","FY 2018-2019","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.459724822 37.777429862, -122.4595885 37.77556646)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1037","18784","13357000","Bayview District","WALLACE AVE","10","03RD ST","KEITH ST","Wallace Avenue from 3rd Street to Keith Street","3-Lump Speed Cushion","2","7","2023","2023/07/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.391107616 37.727476346, -122.39289942 37.728489581)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1040","18823","13396000","Forest Knolls","WARREN DR","7","OAK PARK DR","ASHWOOD LN","Warren Drive from Oak Park Drive to Ashwood Lane","Speed Hump","2","9","2015","2015/09/01","FY 2013-2014","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.456242275 37.755445254, -122.456345707 37.755125474, -122.456479319 37.754874077, -122.456945342 37.754048644, -122.457132409 37.753859258, -122.457372359 37.75371012, -122.457461546 37.753689565)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1042","18836","13320000","Visitacion Valley","VISITACION AVE","10","BAYSHORE BLVD","DESMOND ST","Visitacion Avenue from Bayshore Boulevard to Hahn Street","<Null>","<Null>","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.404226037 37.710409217, -122.405209039 37.710682827)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1043","18837","13321000","Visitacion Valley","VISITACION AVE","10","TALBERT ST","DESMOND ST","Visitacion Avenue from Bayshore Boulevard to Hahn Street","<Null>","<Null>","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.405209039 37.710682827, -122.406185128 37.710957266)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1044","18838","13322000","Visitacion Valley","VISITACION AVE","10","TALBERT ST","PEABODY ST","Visitacion Avenue from Bayshore Boulevard to Hahn Street","<Null>","<Null>","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.406185128 37.710957266, -122.407013314 37.711190113)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1045","18839","13323000","Visitacion Valley","VISITACION AVE","10","PEABODY ST","RUTLAND ST","Visitacion Avenue from Bayshore Boulevard to Hahn Street","<Null>","<Null>","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.407013314 37.711190113, -122.407927147 37.711447761)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1046","18840","13324000","Visitacion Valley","VISITACION AVE","10","RUTLAND ST","CORA ST","Visitacion Avenue from Bayshore Boulevard to Hahn Street","<Null>","<Null>","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.407927147 37.711447761, -122.408827362 37.711701562)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1047","18841","13325000","Visitacion Valley","VISITACION AVE","10","CORA ST","DELTA ST","Visitacion Avenue from Cora Street to Delta Street","3-Lump Speed Cushion","2","3","2021","2021/03/01","FY 2018-2019","Schools Engineering","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.408827362 37.711701562, -122.409728361 37.711952306)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1048","18843","13327000","Visitacion Valley","VISITACION AVE","10","REY ST","SCHWERIN ST","Visitacion Avenue from Bayshore Boulevard to Hahn Street","<Null>","<Null>","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.410640795 37.712206222, -122.411571715 37.712465276)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1049","18844","13328000","Visitacion Valley","VISITACION AVE","10","REY ST","BRITTON ST","Visitacion Avenue from Bayshore Boulevard to Hahn Street","<Null>","<Null>","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.411571715 37.712465276, -122.412504559 37.712724854)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1050","18845","13329000","Visitacion Valley","VISITACION AVE","10","BRITTON ST","LOEHR ST","Visitacion Avenue from Bayshore Boulevard to Hahn Street","<Null>","<Null>","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.412504559 37.712724854, -122.413438856 37.712986219)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1051","18846","13330000","Visitacion Valley","VISITACION AVE","10","LOEHR ST","SAWYER ST","Visitacion Avenue from Bayshore Boulevard to Hahn Street","<Null>","<Null>","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.413438856 37.712986219, -122.414369812 37.713246641)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1052","18847","13331000","Visitacion Valley","VISITACION AVE","10","SAWYER ST","HAHN ST","Visitacion Avenue from Bayshore Boulevard to Hahn Street","<Null>","<Null>","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.414369812 37.713246641, -122.415290835 37.713504275)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1053","16917","275000","Presidio Terrace","05TH AVE","1","End","LAKE ST","5th Avenue from End to Lake Street","Speed Hump","1","8","2016","2016/08/01","<Null>",,"Complete","<Null>","<Null>","<Null>","LINESTRING (-122.463759697 37.788683866, -122.463617943 37.78672158)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1054","18888","13287000","Ingleside","VICTORIA ST","11","HOLLOWAY AVE","GARFIELD ST","Victoria Street from Holloway Avenue to Garfield Street","3-Lump Speed Cushion","2","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.465357095 37.719685408, -122.465390989 37.721673877)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1055","18890","13289000","Ingleside Terrace","VICTORIA ST","7","URBANO DR - SOUTH","URBANO DR - NORTH","Victoria Street from Urbano Drive - South to Urbano Drive - North","3-Lump Speed Cushion","2","03","2026","2026/03/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.464634225 37.72314268, -122.464435605 37.72350727, -122.464323174 37.723797359, -122.464192153 37.724376768, -122.464213522 37.725185342)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1056","18907","13300000","Excelsior","VIENNA ST","11","EXCELSIOR AVE","BRAZIL AVE","Vienna Street from Excelsior Avenue to Brazil Avenue","3-Lump Speed Cushion","2","08","2025","2025/08/01","FY 2020-2021","App-Based","Complete",,,,"LINESTRING (-122.428074012 37.723591102, -122.429249439 37.722025995)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1057","18908","13301000","Excelsior","VIENNA ST","11","BRAZIL AVE","PERSIA AVE","Vienna Street from Brazil Avenue to Persia Avenue","3-Lump Speed Cushion","2","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending construction","TBD","Completion","TBD","LINESTRING (-122.429249439 37.722025995, -122.430412104 37.720477802)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1058","18911","13304000","Excelsior","VIENNA ST","11","FRANCE AVE","ITALY AVE","Vienna Street from France Avenue to Italy Avenue","Speed Hump","2","2","2018","2018/02/01","FY 2015-2016","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.432753908 37.717360108, -122.433930693 37.715806215)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1059","18917","13222000","Potrero Hill","VERMONT ST","10","24TH ST","25TH ST","Vermont Street from 24th Street to 25th Street","3-Lump Speed Cushion","1","4","2022","2022/04/01","FY 2019-2020","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.403405609 37.753178368, -122.403287329 37.751902215)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1060","16922","281000","Inner Richmond","05TH AVE","1","ANZA ST","BALBOA ST","5th Avenue from Anza Street to Balboa Street","<Null>","<Null>","<Null>","<Null>",,"FY 2022-2023","App-Based","Pending design review and approval","Jul - Dec 2024","Pending construction","Jan - Jul 2025","LINESTRING (-122.46307618 37.779138612, -122.462940789 37.777282735)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1062","18951","13257000","Parkside","VICENTE ST","4","31ST AVE","32nd AVE","Vicente Street from 31St Avenue to 32nd Avenue","Speed Hump","1","11","2018","2018/11/01",,"Restoration after BSSR Paving FY18 (2979J)","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.488286711 37.738757657, -122.489356739 37.738710265)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1063","18954","13260000","Parkside","VICENTE ST","4","34TH AVE","35TH AVE","Vicente Street from 34th Avenue to 35th Avenue","Speed Hump","1","6","2015","2015/06/01",,"Site Specific Backlog","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.491523899 37.738614249, -122.492575849 37.738567628)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1064","18955","13261000","Parkside","VICENTE ST","4","35TH AVE","36TH AVE","Vicente Street from 35th Avenue to 36th Avenue","Speed Hump","1","8","2017","2017/08/01","FY 2015-2016","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.492575849 37.738567628, -122.493668152 37.738519208)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1065","18958","13264000","Parkside","VICENTE ST","4","37TH AVE","38TH AVE","Vicente Street from 37th Avenue to 38th Avenue","Speed Hump","1","2","2022","2022/02/01","FY 2019-2020","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.49472055 37.738472872, -122.49578916 37.738426125)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1066","18967","13182000","Forest Hills Extension","VASQUEZ AVE","7","LAGUNA HONDA Boulevard","BALCETA AVE","Vasquez Avenue from Laguna Honda Boulevard to Balceta Avenue","Speed Hump","1","0","2014","2014/01/01",,"Early Implementation","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.458283246 37.746242527, -122.458341932 37.74610633, -122.458397414 37.745936189, -122.458520889 37.745817798, -122.458656696 37.745710291)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1067","18968","13183000","Forest Hills Extension","VASQUEZ AVE","7","BALCETA AVE","GARCIA AVE \ HERNANDEZ AVE","Vasquez Avenue from Balceta Avenue to Garcia Avenue \ Hernandez Avenue","Speed Hump","1","0","0","1900/01/01","FY 2011-2012","Backlog","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.458656696 37.745710291, -122.459211142 37.745271379)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1068","18969","13184000","Laguna Honda","VASQUEZ AVE","7","HERNANDEZ AVE","PACHECO ST","Vasquez Avenue from Hernandez Avenue to Pacheco Street","3-Lump Speed Cushion","1","9","2023","2023/09/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.459211142 37.745271379, -122.460116066 37.744567701)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1069","18970","13185000","Laguna Honda","VASQUEZ AVE","7","PACHECO ST","GARCIA AVE","Vasquez Avenue from Pacheco Street to Garcia Avenue","3-Lump Speed Cushion","1","9","2023","2023/09/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.460116066 37.744567701, -122.460887308 37.743967961, -122.461031415 37.743835656)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1070","18225","14127000","Treasure Island","AVENUE H","6","04TH TI ST","05TH TI ST","Avenue H from 4th Ti Street to 5th Ti Street","5-Lump Speed Cushion","1","<Null>","<Null>",,"<Null>","<Null>","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.36771095 37.821883961, -122.368255 37.822696967)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1071","18227","14129000","Treasure Island","AVENUE H","6","06TH TI ST","08TH TI ST","Avenue H from 6th Ti Street to 8th Ti Street","5-Lump Speed Cushion","1","<Null>","<Null>",,"<Null>","<Null>","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.368838774 37.82356931, -122.369428948 37.824451193)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1072","18229","14131000","Treasure Island","AVENUE H","6","09TH TI ST","11TH TI ST","Avenue H from 9th Ti Street to 11th Ti Street","5-Lump Speed Cushion","1","<Null>","<Null>",,"<Null>","<Null>","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.369976637 37.825269945, -122.371079181 37.826937281)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1073","18231","14132001","Treasure Island","AVENUE H","6","11TH TI ST","13TH TI ST \ GATEVIEW AVE","Avenue H from 11th Ti Street to 13th Ti Street \ Gateview Avenue","5-Lump Speed Cushion","1","<Null>","<Null>",,"<Null>","<Null>","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.371079181 37.826937281, -122.372031743 37.828354987)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"1074","19050","13141000","Bayview District","VAN DYKE AVE","10","KEITH ST","LANE ST","Van Dyke Avenue from Keith Street to Lane Street","5-Lump Speed Cushion","1","0","0","1900/01/01","FY 2012-2013","Areawide","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.390547463 37.728099082, -122.392415074 37.729159754)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
